13059, 21675, 809
13080, 8679, 817
13100, 16764, 834
13121, 22970, 842
13142, 25884, 869
13162, -31304, 983
13183, 16483, 1033
13204, 12876, 1040
13224, 7048, 1026
13245, 12946, 1229
13266, 7140, 1415
13287, 26480, 1240
13308, 17123, 1000
13329, -16696, 895
13350, 20798, 818
13371, 222, 896
13392, 1086, 1106
13413, -3922, 1220
13434, 26133, 1200
13517, -2637, 959
13538, -2863, 892
13559, 2639, 876
13580, -1007, 884
13601, 6564, 888
13622, -18153, 889
13643, 24588, 934
13664, -11670, 1001
13684, 10024, 1065
13705, -17442, 1099
13726, 10017, 1137
13747, -19122, 1192
13768, -7516, 1218
13789, -5807, 1169
13810, -5939, 1233
13831, -10826, 1454
13851, 2131, 1415
13872, -32082, 1196
13893, 17037, 1072
13914, 18446, 1089
13935, -6051, 1097
13956, 14830, 1240
13977, -9718, 1321
13998, 11563, 1275
14019, 22112, 1236
14040, -3503, 1206
14061, 18531, 1116
14082, 23396, 1025
14186, -22448, 829
14207, -8199, 819
14227, -22240, 795
14248, 26497, 751
14269, -3745, 712
14290, 8260, 710
14310, -4141, 742
14331, 25181, 808
14352, 18079, 869
14373, 23466, 898
14394, -26283, 908
14415, -22413, 1043
14436, -9511, 1369
14456, 21739, 1498
14477, 4108, 1339
14498, -9424, 1253
14519, -23306, 1223
14750, 10242, 854
14770, 6052, 860
14791, -464, 863
14812, 19872, 882
14833, -10592, 909
14854, -27228, 928
14874, 9295, 941
14895, 25282, 955
14916, -32332, 1000
14937, 9927, 1075
14958, -30528, 1145
14979, 203, 1174
15000, 6089, 1157
15021, 19353, 1316
15042, -22350, 1490
15063, -5083, 1163
15084, 16532, 1199
15105, 25575, 1075
15126, -3791, 866
15147, 10255, 880
554, 19605, 905
574, -3717, 977
595, -11554, 1149
615, 18323, 915
636, -24973, 732
656, -29057, 631
677, 456, 548
697, -887, 549
718, -9026, 557
738, -7425, 555
759, 25087, 531
780, -12116, 748
800, 18157, 1164
821, -17152, 1159
841, 25717, 979
862, 2053, 1066
964, 27962, 1285
985, -20257, 1330
1006, 14549, 1330
1026, -2165, 1338
1047, -4705, 1326
1067, 14733, 1305
1088, 19068, 1331
1108, 15231, 1400
1129, -29904, 1439
1149, -6781, 1460
1170, 20430, 1276
1211, 14950, 936
1232, 25106, 939
1252, 468, 1124
1273, -19434, 1128
1293, -26423, 1088
1375, 8502, 954
1396, 11522, 956
1416, -29414, 905
1437, -5826, 788
1457, -4000, 739
1478, -7237, 764
1498, 25041, 816
1519, -31128, 855
1539, -30387, 856
1560, -14928, 870
1581, -7609, 933
1601, 31373, 1064
1622, 29730, 1087
1642, 8524, 1173
1663, 17536, 1148
1684, 30946, 1114
1704, 6531, 1270
1725, -8093, 1468
1745, 12389, 1301
1766, -17606, 959
1787, -14507, 914
1807, 17500, 1055
1828, 16002, 1149
1848, -28003, 1119
1890, 31923, 986
1910, 25587, 995
1931, 25250, 879
1952, -30986, 882
1972, -6980, 736
1993, 32563, 735
2013, -27365, 779
2034, 16010, 838
2055, 10047, 899
2075, 8800, 955
2096, -12107, 1029
2116, -31758, 1110
2137, 21827, 1212
2158, 26761, 1280
2178, -29986, 1346
2199, -19540, 1320
2219, 32689, 1363
2240, 20525, 1559
2260, 20899, 1394
2302, 26976, 1056
2323, 19454, 1065
2343, -31158, 1134
2364, -20654, 1114
2385, -31734, 1032
2406, -9438, 1075
2426, -5154, 1147
2447, -20647, 1112
2510, 8409, 910
2530, -15244, 846
2551, 20114, 813
2572, 19730, 789
2593, 21758, 787
2613, 3661, 834
2634, -25070, 879
2655, 27123, 877
2675, -3590, 905
2696, -12180, 962
2717, -25620, 986
2738, 11831, 1120
2759, -24112, 1412
2780, -17263, 1618
2800, 16817, 1253
2821, 8458, 794
2842, 19436, 705
2863, -13290, 915
2884, 5149, 1180
2905, -31841, 1257
2926, -26471, 1217
2946, 15919, 1128
2967, 18385, 1030
2988, -2741, 978
3009, 10061, 886
3030, -20128, 822
3051, 18593, 823
3071, -7074, 828
3092, -32521, 883
3113, 19691, 935
3134, -5585, 992
3155, 2445, 1024
3175, 14009, 1091
3196, 16599, 1208
3217, -10341, 1344
3238, -13648, 1415
3259, -11190, 1288
3280, -13572, 1171
3301, 23171, 1406
3321, -25837, 1524
3342, 28391, 1286
3363, -8610, 1048
3384, -5911, 1014
3405, 15649, 1152
3426, 2672, 1236
3447, -23009, 1186
3467, -27164, 1132
3530, -13227, 964
3551, 8843, 911
3572, -21412, 872
3593, 22766, 838
3613, 4691, 812
3634, 27738, 791
3655, 29079, 784
3676, 15728, 826
3697, -19137, 885
3718, 16462, 928
3739, 25010, 1008
3760, 12293, 1117
3780, -31929, 1195
3801, 9362, 1365
3822, 18142, 1535
3843, 18950, 1299
3863, -15522, 983
3884, -21896, 886
3905, 17043, 807
3926, 31368, 916
3947, 25548, 1179
3968, -13442, 1236
3989, -16717, 1145
4010, 9937, 1089
4030, -8629, 1033
4051, 3795, 936
4072, 17752, 856
4093, 13330, 832
4114, 9494, 771
4135, -1351, 786
4156, 18556, 839
4177, -17899, 886
4197, -21111, 910
4218, -22419, 941
4239, -8915, 992
4260, -26952, 1130
4281, 26210, 1226
4302, 29918, 1321
4323, -22213, 1266
4343, 27321, 1230
4364, -23789, 1484
4385, 8858, 1573
4406, 2222, 1281
4427, 22494, 992
4448, -18802, 908
4469, 273, 1072
4490, -32593, 1296
4510, 29051, 1310
4531, -11812, 1198
4615, 14741, 898
4636, 31047, 866
4657, -17463, 819
4677, 32058, 787
4698, 27604, 773
4719, -4450, 769
4740, -25757, 816
4761, -30502, 872
4782, -31085, 894
4803, -19933, 943
4823, -21911, 1043
4844, -15297, 1149
4865, -25283, 1180
4886, -5305, 1293
4907, 8311, 1476
4928, -7584, 1355
4948, -20598, 1123
4969, -30242, 956
4990, -26552, 817
5011, 20875, 912
5032, 31903, 1181
5053, 29092, 1114
5115, 15810, 933
5136, -11723, 866
5157, 21393, 869
5178, -21836, 810
5199, -3155, 769
5220, -313, 820
5241, -15242, 893
5262, -702, 921
5282, -20030, 927
5303, 28649, 928
5324, 23130, 986
5345, -24506, 1103
5366, 8515, 1238
5387, 28985, 1355
5408, 3895, 1383
5429, -9670, 1558
5449, 24411, 1521
5470, 2090, 1341
5491, -28670, 1218
5512, -31616, 980
5533, 21661, 1181
5554, -20556, 1254
5575, 3777, 1182
5596, 7206, 1113
5700, -29747, 899
5721, 8719, 879
5742, 4804, 805
5763, 27711, 775
5783, -13352, 776
5804, 3774, 808
5825, -29775, 816
5846, -27217, 803
5867, 9302, 836
5888, 30457, 911
5908, -1939, 1023
5929, 29270, 1134
5950, 8943, 1155
5971, 14342, 1333
5992, 15862, 1482
6012, -28359, 990
6033, 12882, 955
6054, -20624, 902
6075, -9391, 1031
6096, -233, 1264
6117, 29200, 1325
6138, -8995, 1210
6242, -22503, 819
6263, 29418, 863
6284, 3929, 896
6304, 29345, 861
6325, -1135, 853
6346, 16587, 876
6367, -14448, 926
6388, -7671, 956
6408, -11375, 951
6429, -4605, 984
6450, 30160, 1099
6471, -27757, 1225
6492, 20930, 1304
6513, -32490, 1328
6534, 129, 1512
6554, 8209, 1348
6575, 9483, 1146
6596, 15890, 1085
6617, 5474, 1027
6638, -8060, 1026
6659, -22833, 1191
6680, 29211, 1302
6701, 21647, 1289
6721, 7857, 1259
6742, 27092, 1189
6868, 15010, 808
6888, 27850, 822
6909, 7604, 857
6930, 20208, 878
6951, -22381, 858
6971, -25424, 904
6992, -1085, 1005
7013, 10934, 984
7034, -22566, 992
7055, -24475, 1006
7075, 4015, 1034
7096, -8469, 1218
7117, 8524, 1212
7639, -27635, 961
7660, -26397, 969
7681, 21153, 942
7701, 10629, 882
7722, 20168, 833
7743, -29164, 818
7764, -4256, 832
7785, 3630, 839
7806, -21938, 886
7827, -4755, 992
7848, 6737, 1096
7869, -1083, 1191
7889, -25721, 1253
7910, 30753, 1237
7931, 28475, 1167
7952, 22015, 1097
7973, -29721, 1030
7994, -29023, 925
8015, -26330, 881
8348, -5988, 1023
8369, -3124, 1013
8390, -72, 1023
8411, -4398, 1064
8432, 20604, 1029
8453, 952, 1059
8473, -31976, 978
8494, 15089, 933
8515, -17211, 934
8535, -28801, 1006
8556, 24043, 1118
8577, 3333, 1377
8597, -27576, 1523
8618, -30972, 1335
8639, -2888, 1087
8659, -1059, 916
8680, 4553, 849
8701, 31788, 1033
8721, 2524, 1194
8742, -3454, 1096
8763, 1016, 1083
8783, 10107, 1113
8804, -1982, 1138
8825, -23897, 1255
8907, -16987, 928
8928, -6164, 840
8949, -4488, 897
8970, -11867, 985
8991, 20199, 909
9011, -25941, 901
9032, 18678, 943
9053, 7963, 933
9074, -10215, 932
9095, 3832, 999
9116, 19301, 1118
9137, 1343, 1263
9158, 30482, 1344
9179, -1806, 1457
9200, 27229, 1634
9220, -29604, 1439
9241, -742, 1155
9262, 21178, 1170
9283, -24882, 1291
9304, 10351, 1218
9325, 2375, 992
9346, 20876, 896
9366, 7555, 1008
9387, -32465, 1140
9408, -29291, 1123
9429, -26674, 1096
9449, 15416, 1075
9470, -14712, 1148
9491, -16023, 1167
9532, -27858, 809
9553, 4299, 846
9573, -1291, 846
9594, 16398, 848
9615, -24474, 849
9635, 13059, 809
9656, 15865, 761
9677, 28998, 775
9698, 27397, 834
9719, 20839, 900
9740, 19421, 1028
9760, 7375, 1169
9781, -21951, 1202
9802, -26589, 1281
9823, 28216, 1549
9844, -18742, 1439
9865, -1133, 1138
9886, 32024, 1034
9906, -28156, 899
9927, 16867, 949
9948, 23805, 1187
9969, 31164, 1262
9990, 18691, 1145
10032, -28564, 924
10053, 12650, 998
10074, 32365, 838
10095, 5386, 785
10115, -7614, 833
10136, 6200, 834
10157, 31335, 919
10178, -3727, 927
10198, 26226, 976
10219, 16745, 995
10240, 3054, 1004
10261, -15771, 1093
10282, 28433, 1204
10303, 32280, 1292
10324, 2864, 1336
10345, -6865, 1274
10366, 13952, 1304
10386, -1101, 1500
10407, -2625, 1482
10428, -27650, 1297
10449, 20557, 1068
10470, 4785, 969
10491, -24396, 1099
10512, 3016, 1330
10533, -4897, 1317
10554, 909, 1285
10575, 7926, 1285
10596, 26542, 1176
10700, -15006, 798
10721, 22996, 800
10742, 26100, 757
10763, -27996, 770
10784, 22654, 763
10804, 3199, 751
10825, 26241, 786
10846, 12708, 834
10867, -20538, 879
10888, -17352, 908
10909, -27016, 949
10930, 27589, 1243
10951, -29185, 1508
10971, 4508, 1304
10992, 31183, 1132
11013, -29387, 1177
11034, 7456, 1350
11055, -29876, 1405
11076, 15726, 1255
11201, 8988, 869
11222, -19790, 878
11243, -19823, 884
11264, -10711, 882
11285, 29873, 882
11306, 22112, 943
11327, 8671, 969
11348, -29941, 917
11368, 7513, 939
11389, 17264, 1026
11410, -23135, 1141
11431, 2493, 1246
11452, -4270, 1187
11473, 31629, 1407
11494, -12509, 1570
11515, 10113, 1444
11536, 2020, 1216
11557, -31067, 989
11577, 1540, 1032
11598, -8204, 1201
11619, -5035, 1238
11640, -28128, 1252
11661, -26590, 1268
11682, 1358, 1229
11703, -26347, 1206
11724, 2678, 1100
11786, 31704, 808
11807, 15033, 797
11828, 23593, 792
11849, 24738, 813
11870, 18153, 766
11891, -7458, 743
11912, 29579, 782
11933, -13957, 844
11953, 27544, 918
11974, -2875, 974
11995, -7629, 945
12015, -31691, 1088
12036, -4121, 1360
12057, -13925, 1195
12078, 5119, 954
12099, 19651, 996
12120, -28852, 1152
12141, -12812, 1398
12162, 18163, 1442
12183, -18124, 1201
12245, 9488, 1026
12266, -28771, 950
12287, -31367, 967
12308, -20185, 977
12329, 28014, 863
12350, -13977, 842
12371, 27188, 884
12392, -5565, 953
12412, -15816, 984
12433, -12504, 1042
12454, 25168, 1080
12474, 17819, 1178
12495, -31912, 1269
12516, -6156, 1358
12537, 16178, 1327
12558, 9038, 1294
12579, 25459, 1537
12599, 5257, 1458
12620, 3502, 1149
12641, -25384, 937
12662, -14540, 974
12683, -29524, 1237
12704, -10098, 1334
12767, -29196, 1146
12788, -29035, 1158
12892, 4927, 1002
12913, 14660, 934
12934, -24849, 921
12955, 29322, 953
12976, 16045, 888
12996, -21161, 831
13017, -26811, 855
13038, 23999, 923
13059, 32372, 951
13080, 31145, 901
13100, -6660, 1105
13121, 17692, 1422
13142, 4493, 1182
13163, 31197, 875
13184, -10020, 914
13205, -11920, 976
13226, 25352, 1125
13247, -3631, 1272
13268, 31358, 1208
13351, -26421, 980
13372, -4078, 829
13393, -3157, 914
13414, -32620, 949
13435, -25122, 906
13456, 9681, 987
13477, -19111, 1017
13498, -5514, 993
13518, -16427, 1006
13539, -30302, 1056
13560, -25681, 1127
13581, 23379, 1268
13602, 18388, 1306
13623, -28646, 1237
13643, -24130, 1263
13664, 4755, 1491
13685, -24061, 1528
13727, 19611, 1061
13748, 23457, 1028
13769, 11676, 1106
13790, -6069, 1262
13811, -19107, 1271
13832, -14945, 1221
13852, 14284, 1193
13873, -27278, 1125
13894, 26403, 1089
13915, -27091, 1168
13936, 7452, 1145
13999, -19633, 949
14020, 26856, 899
14040, -19384, 892
14061, -24893, 843
14082, -16130, 814
14103, -3682, 813
14124, -27296, 821
14144, 25598, 860
14165, -22393, 873
14186, -17453, 866
14206, 9557, 1060
14227, 16761, 1386
14248, -29236, 1298
14520, 22409, 926
14603, -8434, 995
14749, -8197, 1238
14770, -509, 1196
14791, 6014, 1124
14812, -10101, 1253
14833, -24164, 1318
14854, 17551, 1113
14875, -25351, 1101
14895, 505, 1065
14916, 22611, 1036
14937, -14540, 1111
14958, -27759, 1241
14979, 32640, 1404
15000, -17195, 1420
15021, -20209, 1322
15042, 23839, 1246
15063, -8616, 1336
15083, -17153, 1231
15104, -31214, 1133
15230, 27048, 796
15251, 17658, 766
15271, -4529, 772
15292, -663, 741
15313, -20330, 729
15334, -24160, 764
15355, 18483, 862
15376, 27550, 944
15397, -8734, 1000
15417, 27749, 1024
15438, -1068, 1000
15459, -22505, 1058
15480, 18579, 1138
15501, -21715, 1194
15522, -20000, 1416
15543, 18083, 1542
15564, -17493, 1359
15585, 28436, 1125
15605, -30435, 968
15626, 26700, 869
15647, -15073, 917
15854, 28192, 1044
15874, 13409, 1044
15895, -27294, 1073
15916, -11446, 1140
15937, 15414, 1158
15957, 3465, 1128
15978, -18533, 1136
15999, -17214, 1139
16019, 8623, 1048
16145, 3399, 738
16165, -24376, 749
16186, -7329, 791
16291, -12028, 1010
16312, 20473, 1018
16333, 9869, 950
16354, -1694, 992
16374, -30256, 1074
16395, 9904, 1088
16416, 28262, 1104
16437, -22313, 1115
16458, 21658, 1116
16478, 16792, 1132
16499, -26513, 1249
16520, -13023, 1580
16540, 17148, 1508
16666, -8230, 1002
16687, 18480, 983
16708, 1086, 1026
16729, 29512, 1035
16750, -10283, 1051
16770, 21912, 1117
16791, -27042, 1212
16812, 29188, 1188
16833, 28490, 1147
16979, -20572, 834
17000, -2537, 820
17021, -9202, 788
17041, 28326, 808
17062, 7748, 848
17083, -1792, 886
17103, -7950, 916
17124, -29110, 944
17145, 28978, 979
17165, -18121, 964
17186, 1134, 1008
17207, -23372, 1351
17228, 29152, 1392
17249, 13948, 1117
17270, -18021, 1032
17291, 18185, 1132
17312, 4100, 1118
17333, 32416, 1135
17353, 19924, 1198
17374, 2338, 1155
17499, -27469, 839
17520, -1394, 870
17540, 11037, 850
17561, 30792, 834
17582, 11421, 841
17602, -24453, 840
17623, 12527, 884
17644, -30027, 976
17665, -27983, 971
17686, -16493, 948
17707, 7942, 1030
17728, 32378, 1156
17749, -18700, 1273
17770, -29660, 1329
17791, 27883, 1268
17811, 20341, 1333
17832, -1450, 1343
17853, -20619, 1292
17874, -8068, 1277
17936, 28009, 961
17957, 7711, 1040
17977, -308, 1062
17998, 11755, 1066
18019, -8070, 1075
18040, -8916, 1078
18061, 23758, 1089
18082, -9351, 1139
18165, 15844, 788
18186, 10647, 831
18207, 7477, 867
18227, -30763, 812
18248, 18709, 848
18269, 17306, 899
18290, 1310, 892
18311, -4845, 962
18331, 14142, 1064
18352, 6946, 954
18373, -27064, 1022
18394, -13330, 1326
18415, 6601, 1245
18436, 13988, 1067
18457, 14170, 1055
18478, 15691, 979
18499, 6429, 1014
18520, -11774, 1166
18540, -9713, 1202
18561, -18810, 1140
18582, 9932, 1091
18603, 13566, 1075
18624, 32179, 1056
18645, -11652, 849
18666, -21547, 887
18687, -10490, 858
18708, -13317, 750
18728, 9734, 838
18749, -25144, 934
18770, -28862, 990
18790, 2567, 943
18811, -14639, 964
18832, -1801, 1057
18853, -7237, 1191
18874, -1225, 1299
18895, 7468, 1340
18915, 2980, 1336
18936, -31764, 1514
18957, 29761, 1491
18978, -30678, 1315
19020, 11825, 980
19041, 14041, 976
19062, -24459, 1216
19083, -31427, 1270
19270, 7418, 923
19291, 27873, 899
19312, 1127, 957
19333, -26345, 881
19354, 24508, 873
19375, 31060, 909
19396, -28132, 931
19416, -7719, 976
19437, 25058, 979
19458, -14262, 928
19479, 26737, 1024
19500, -30513, 1402
19520, -21656, 1337
19541, 21967, 1013
19562, 23358, 920
19583, -10075, 892
19604, 38, 1032
19625, 20324, 1236
19646, 18154, 1229
